Temprature,Humidity,Date,Time
27.7999992370605,35.0999984741211,2017-06-06,13:47:34
27.7000007629395,35.4000015258789,2017-06-06,13:47:40
27.7999992370605,35.0999984741211,2017-06-06,13:47:40
27.7000007629395,35.0,2017-06-06,13:47:49
27.7999992370605,35.0,2017-06-06,13:47:49
27.7000007629395,34.9000015258789,2017-06-06,13:47:50
